,ACVRL1,AKAP13,ATP11A,BTRC,DEPTOR,DPP9,DSP,FAM13A,FKBP5,FUT6,GPR157,IL7,KIF15,MAD1L1,MUC5B,NPRL3,PSKH1,RIPK4,TERT,TOLLIP
ACH-000286,-0.2546060109475297,0.039732503216485054,0.10784275992095868,-0.2848931447528703,-0.24486621184347024,-0.11048662754699308,-0.0383312606399691,0.24147115631520316,0.11387887804460986,0.03583089961631063,0.19194597671128724,0.003552521708442072,-0.18895065873910635,-0.20927378916330175,-0.1864875649288804,,0.14650963464409694,0.11316655160798358,-0.007569874200770127,0.27822497530545587
ACH-000312,0.08720256850237601,0.17704563389189276,-0.16383030053611888,-0.2722612598881489,0.03266892776208628,-0.1289040260074531,-0.08495844821281795,0.08606901376371207,-0.029417875550265142,-0.09867928924140465,0.04457981459299214,0.17476066082576835,0.016873263174394026,-0.18842771043425804,0.009870478865901998,,0.08291995960974524,0.04171518467163821,-0.19516493708595717,0.07045398362008691
ACH-000320,-0.09290409680510164,-0.145166951337495,-0.07224803221662286,0.004803992807212054,0.037198933545211546,0.12283116577270942,-0.05818993964003384,0.07812903545979977,-0.18493690791906145,0.017414235914742275,-0.060156354589650934,0.17456799622352093,-0.011212950949039041,-0.16485865787210585,0.07025396210440985,,0.026262340985196517,0.06503802848814194,-0.002877321017884911,0.07000939300077841
ACH-000341,-0.06263919036361196,-0.00029858431767991987,0.01017136259889898,-0.17871812317559382,-0.036016385501404236,-0.21509598172905997,-0.06282342102394695,0.01231755462389248,0.11959935671753308,-0.1477103032404184,0.10276107255788149,-0.08102658721371661,-0.005801495871131157,0.1263324690115227,-0.09303847151070867,,0.18803812751128407,0.13496041829613292,-0.023423744351701713,-0.021125512371510696
ACH-000354,-0.10112435973561335,-0.02988763947412186,-0.08815486925314028,0.025486323306788655,-0.007872556316189105,0.06522321945236764,0.050578618399529776,-0.14256310037245146,-0.10571847867962064,-0.05096711240176586,-0.0643429866257373,0.3284503765975122,-0.4867547413901986,0.05621909191943844,-0.12297017615458536,,-0.034867789385821246,0.05265998148772571,-0.11312496769483774,0.06052030176678254
ACH-000373,-0.14093579675795254,-0.2677494147975144,0.15133289381697337,0.18566761058089395,-0.2176354617942201,0.08513974445858322,-0.2655683852337981,0.16308890567850992,0.12775512582182239,0.031554742677493024,-0.08129516216122226,0.0844990845320582,-0.12005052232682281,-0.12197131503151767,0.20508635384454632,0.10438300771477385,0.3597604895105365,0.004608696790906433,-0.29033476643716705,-0.14959761354560724
ACH-000402,0.12093563786522774,-0.11289495794406595,-0.2136325060481651,-0.0738525223095037,-0.03730658195379555,-0.24968221175226946,0.02911206183251834,0.24860692572761367,0.02714223476149704,0.005172879980232699,-0.144371647557223,0.1680018493553973,-0.014570130641170465,0.0007144586147765364,-0.09146044130602149,,0.4302445691996811,-0.2508283219312479,0.12250573135096442,0.05867874326537427
ACH-000416,-0.04476771824882928,0.05037610938535128,0.022756814172954574,-0.1663343189086935,-0.04250961634965877,-0.18093761079822565,-0.11918196817692031,0.02926105823469889,-0.07618460784847836,-0.003658679366530252,-0.22777409105722082,0.12399653372633956,0.11065048498689212,-0.2020512107490185,0.05145907322500019,,0.18963277430186481,-0.14570795648811982,-0.0700458591082858,0.09973680982572887
ACH-000435,-0.01094076447542617,0.29715372441175303,0.20792721386366944,0.0987596100786558,-0.20866119825382723,-0.09218943523493828,-0.2831225530882733,0.12958983210051564,-0.018731859798412277,0.06913226757901836,0.02556009500796645,0.39520480241719014,-0.1973196459755072,-0.14008030687044745,-0.1673774163636853,,0.27993145351534165,0.01306957998757357,-0.05820661766007658,-0.008949122744400656
ACH-000437,0.13804757754271327,0.061784859030985614,-0.1444162254455256,-0.07515585616972018,-0.029540346630137767,0.04306790796527526,-0.0677485299984634,0.041534538469630046,0.008171820699947041,-0.04917269813180889,-0.0744430775624737,0.17049899655913076,-0.3156246498137866,-0.03182774525963896,-0.07984076587071491,,0.10027843050865663,-0.13253559358605882,-0.22198552957887746,0.04004334590123797
ACH-000450,0.3008007905498162,-0.22810727488749774,-0.0008428471951019631,-0.02057279344384358,-0.026511657751462404,-0.3923196522141245,0.04764156920533241,0.10027763066505242,0.2427329749926734,-0.21168029185007575,0.08227578798574327,0.07970493039975912,-0.22227688304506488,-0.8146390871235697,0.19390863799679842,,0.1490954326985128,-0.08092945024099826,0.2555975997490869,0.29400261181913634
ACH-000478,0.19311334306483785,0.17731671270546104,-0.039948713526950466,-0.004395638153046999,-0.012525551868071604,-0.14069835567669237,-0.07639758155734591,0.06402719447543699,0.01803554948752934,0.0894846149823076,-0.015105297453208582,0.14587390097579409,-0.24626803589024543,0.25178579937334433,0.07756470145509789,,0.3384922036868799,0.03458099150791525,0.06603948454794932,0.1647930173825613
ACH-000483,0.0576906547056297,-0.0042133031612526396,0.010619879492172078,-0.1046704492464834,0.02591070337026334,-0.1695819537117533,-0.15875738590071234,0.0409565645808484,0.10162348067959237,0.06704503924165425,0.03442476159109518,0.029791662447432227,0.07176852276316936,-0.11206634199873067,0.08445044951694637,,0.4663551398748145,-0.13990858867085354,0.14149388592922113,0.055852427060662804
ACH-000493,0.32067218757779536,0.14693616504898832,-0.09851429737665196,0.0736208811144057,0.02274336179429036,-0.23213042179925028,0.14596199066288845,0.13798804724669256,0.09767554791935398,-0.10479523380643556,-0.08837594885101609,0.12099544753883017,-0.09266343891501155,-0.01915990583548806,-0.17974631748312508,,0.3052474437275647,-0.06376037480650602,-0.033642627913013305,0.1828063806764033
ACH-000514,0.05198203836262627,0.07289146254402751,-0.010163028458406678,-0.259520760331554,0.06444622376028578,0.03875603541184056,-0.012360363360771717,0.12581848850853,-0.021205426231181816,-0.16598202441091525,-0.3317678413837854,-0.021081445085209427,-0.07307985966817314,0.020128402943869597,-0.07927584455067083,,-0.029863527997570583,-0.12243953607288002,-0.2397115297356891,0.1393069394074546
ACH-000516,-0.02582830551494545,-0.044490568261514755,0.09983985861725209,-0.19986424405675923,0.22107832766571622,-0.14008733153408412,-0.09054907291509108,0.22968662934050016,0.08287017271203515,0.09571130001849884,-0.10473407282437903,0.08033044988075878,-0.04830164331444983,0.03204587143640546,0.06150942573665835,,-0.287976948312453,-0.015482186769509416,0.08155932128780559,0.17833649649336022
ACH-000535,-0.12260034544492826,-0.029391066664895014,-0.056918532892884885,0.053093250954025645,-0.07522440692758928,0.07215038012789898,-0.19397639728968663,0.029447503040898295,-0.17593082525379844,0.08588716703788121,0.026313804866882794,-0.036855940482469124,-0.20588928520765806,0.004818822409824147,-0.1035013282885651,,0.2362688398392847,0.2671668329843685,-0.1933157330243081,0.08467830147182771
ACH-000544,-0.18591131935991576,-0.040014978214095186,0.1527996712636441,0.042533037132886975,0.05879623110048923,-0.060010293024690554,0.1379801182220653,0.019950793674005256,0.13117731252777087,-0.09222276035970993,0.0333589807140558,0.10325502173043842,-0.1171066547933901,-0.152388723412124,-0.008146893547127852,,0.13657969694019248,0.3986114136405377,0.10007192588408047,0.13654681123687343
ACH-000563,0.04776450297571353,0.26563832788064856,-0.16190636600950623,-0.1145460840867454,-0.019330913790603265,-0.06774562957159161,-0.11935938477597452,0.018200153741342102,0.08682137499304995,0.20393041585121285,-0.1838291499784986,0.2205502205952104,-0.14996804283195425,-0.288496168418894,-0.05421501701585795,,0.2605140506370791,-0.26589383377587894,-0.45982018653000706,0.034687799603661584
ACH-000592,0.010970062037535804,-0.10023005407753813,0.00023104033494811098,-0.22479713936828957,-0.026049734451454563,-0.21424542167196137,0.04003069664333701,-0.03831401355934634,0.11098638484176276,0.07948160981057326,0.04330825787419045,0.13653843707006794,-0.10984500501242536,-0.2706656773732609,-0.06745781118964216,,0.26696007193888943,0.0043473254319761345,0.017037460415113892,0.25391377660024966
ACH-000599,0.022855306729613147,0.06312455292922657,-0.07782715139869725,-0.04674319425423429,-0.05517866573604063,0.21484745523903256,0.07698442742961863,0.09770302794530908,0.1823450613341229,0.06985833078825972,0.04196525145659298,0.3370300385511148,-0.19656689095573687,-0.21144584303898056,-0.0375055624839914,,0.20188639943227382,-0.021827463577156328,-0.14299038860855712,0.16020783345525438
ACH-000614,0.09521224720538216,-0.08520899316418629,0.09166968849010379,-0.15709152437897822,-0.05402475895576957,-0.26287510268775116,-0.054730616102904306,-0.007423641893178727,0.17944595675873515,-0.12191189565699816,0.19518949114425832,0.10534859345454146,-0.36804601764830913,-0.14622424171662282,0.23293392064830476,,0.21431431104847481,0.05051463847538765,-0.0006462269419016675,-0.04702809673573799
ACH-000618,-0.1061433907270353,0.3427558081100401,0.056686537192313174,-0.10632604009944663,-0.04652795309557553,-0.06503641706057772,0.0194983958718868,0.015597744167442092,-0.0630637178733468,0.0008774853020073227,-0.029889709508207195,0.06320364168581386,-0.15502596587532153,-0.2216254694364239,0.020019084811524562,,0.269777832378059,0.03447476164764734,0.01891797354063017,0.07817711362832748
ACH-000652,0.0019508863243288752,-0.03543791052304394,-0.1722230086595846,-0.12938404516600613,-0.10480525772454334,-0.2823733957076461,0.005405080043554028,0.2316638776512755,0.06832762442507266,0.024990845578310307,-0.10156294064479927,0.06567302440513131,-0.3809543589927417,-0.12157454143031629,-0.0930243600289947,,0.2116458869180235,0.002631173958460145,-0.0656706415944514,-0.015714161223548143
ACH-000656,-0.03937125011319292,-0.09408784978671651,-0.2764098564342122,0.04834568023558314,0.13187279437267418,-0.09756132518963775,-0.09824173863175789,0.22370303472384911,0.371845399829029,-0.056279488980946396,-0.29349611174915424,0.24325465657519346,-0.2145213134906393,-0.2362582067475382,-0.11090743502965013,,0.2822175529052253,0.15422186234418325,-0.08355957946276288,-0.06723664576717261
ACH-000695,0.07655856501651312,-0.067433826277086,-0.16853582474714754,-0.2078761643822537,0.01603839674477399,-0.009261212165490529,-0.31388409069140694,0.18006544758445708,-0.19492723787444027,-0.02104244380808517,-0.2781943482359521,0.1211939262291876,-0.07951328134289203,0.2664822760639243,-0.2666409506085917,,0.03920992907400046,-0.21937999928979543,-0.009009039813345818,0.13920335779241094
ACH-000717,0.1634401327999119,0.0074851546569219005,0.028840697605718613,-0.03384204023078316,-0.14675086873952303,0.08486384381845302,-0.15488568461503655,-0.1487611715775612,-0.1347282654234228,-0.02060919165760405,0.14502445899301628,0.07233784744695541,-0.3720064661661028,-0.22184898228705818,-0.04392187211264058,,0.3083665216144653,0.0969752015075899,0.0238214847441581,-0.06026219116904677
ACH-000719,0.07400026878404253,-0.013709734639620776,0.07056426977867104,-0.15092756724328804,-0.05959153722591635,0.20771288448935452,-0.11351326597080824,0.09543277709428642,-0.00481782575598607,0.07462669390213614,-0.011716484639322431,0.12844572178312647,0.09630871943914349,0.1003843625123419,0.05476667051421431,,0.015344112122200437,0.062785076003883,-0.07566015678776265,0.10420431065444341
ACH-000748,0.06023407543243647,0.04284402691837471,0.10664550321378138,-0.15498310703711915,-0.029175001563786655,-0.1044744946739897,-0.06246408877994904,-0.013697992468671052,-0.12163452658919421,0.0041801441263904435,0.08422546195005785,-0.01608974479147275,-0.16643536153946922,-0.204695331248397,-0.033389025658010545,,0.13459925265718597,-0.030667946929482368,-0.1803890284646264,0.19357468572528147
ACH-000777,-0.0958501622466631,-0.06397482890684172,-0.09400326033912794,-0.07374022701423577,0.01909909934705449,0.0807777091533696,0.004273479872789629,-0.061485152616758854,0.12664311956835989,-0.05663461130906472,-0.0408715522179469,0.2462734756647546,0.11575666946009111,-0.0939702516212081,0.0711143119959358,,0.44381836004574804,0.048233217454505935,-0.2032840141010953,0.117026170116696
ACH-000784,0.004194708080582157,-0.16566249875417494,0.09418703838717,0.01042178354059492,-0.09191748542661143,0.13701538785667702,-0.11228599034899372,0.026696479427447923,0.0360246358028688,-0.08881567620585046,0.015831464253679563,0.047209492121175034,-0.15665993480606716,-0.1606485929413381,-0.10839348959850102,,0.1489273945169909,0.004541690370440971,-0.2793956240155206,-0.018152071223702798
ACH-000793,0.04297954785201825,0.02780251257397763,-0.010924531216275152,-0.138890197833471,0.02873444085962759,-0.01895935255017841,-0.11138058933179756,0.1000589734054235,-0.0159458137010711,0.09830651468710805,0.015403783851291757,0.05488623512198581,-0.2932749171443543,-0.1428756807841945,-0.016814637522793212,,0.2291406225205422,-0.09074946018928218,0.034971582419182745,0.14941963081382348
ACH-000798,0.1844260274758165,0.22375970577428073,-0.06956512314999462,-0.04725319233262401,0.037603072714132435,0.034689288702089156,0.01540524072084716,-0.0001942640790625963,0.27861835255491485,0.238249616928688,0.1713902733137569,0.05584583066971626,-0.12487497573603314,-0.03177857050746029,-0.08076083978240046,,0.17606243153969958,0.01826541794024844,-0.10188842676655985,0.1671474693683231
ACH-000820,-0.0057680984956769085,-0.11344334956561367,-0.12514558589453806,0.18182687370041836,-0.08514317533731586,0.1807367993714068,-0.38645084372231236,-0.023332776188152715,-0.1386427458036847,0.13475385462689538,0.2647615084512477,0.3522683134134709,-0.3051676455705753,0.39022992158863146,-0.164478835240207,,0.3251938769971172,0.050901408450948045,0.18546199207200498,-0.47367111991586974
ACH-000839,0.1462173651247663,-0.08763840375392597,-0.1732695265233307,-0.18566462178836107,0.04584164454289387,0.15154701989505154,-0.07781974136349178,-0.0649824001074254,0.00292385648305387,0.1307447008446708,0.30371710614622327,0.015668728430449128,-0.21873307411561654,-0.3022951834566181,-0.11576259189098645,,-0.0654689179252883,0.21856636512349475,-0.34094080428274726,0.05916518202622169
ACH-000862,0.18040450859382104,0.060980592952131894,0.024297956496132277,-0.17882782589191715,-0.14175401117305414,-0.02424875833642226,0.07350997960387785,-0.08385973363581008,0.01957724282599458,0.2736750834512688,-0.06573779073467369,0.19633352749576544,-0.4235859961336157,-0.15053380659194276,-0.13398813560585815,,0.15007226959673747,0.43609440518752185,-0.13951003591668074,0.05774359128054704
ACH-000872,0.06314724068407644,-0.08165152307780994,-0.08059474648588834,0.06708803269723462,-0.03510106331847633,-0.019607614686996816,-0.3252634268439192,0.028478587315776138,0.1566549963424384,-0.10597682504593291,0.23769396816898833,-0.008594199620960433,-0.3409441150092506,0.159742132634344,-0.18496525245205303,,0.41936198642943967,0.23852336675813574,-0.008531840986131967,-0.013191160889915704
ACH-000876,-0.09827685320565657,-0.18834343469017997,-0.00923233893745833,0.03762781688090447,0.07045100838009391,0.03413713102536851,-0.2042926311474358,-0.12177011989007426,0.2641501590462707,0.045646463139110915,0.14031691614643405,0.20624883959400883,0.022589659045247956,-0.17159105239613143,0.11685842313307902,,0.34827442805617076,0.1571465404864566,-0.009713032789633619,-0.195047866794654
ACH-000888,-0.036287255051038726,-0.047421912616276284,-0.017681919831597243,-0.14645647200485684,-0.035855997052221616,0.23727702480726146,-0.13612796127332583,0.04042859706812684,0.1116982464209083,-0.012335023692326311,-0.036302851104011616,0.08800388661202097,0.007312046196721045,0.31371140446046997,-0.19487911731490748,,0.10318052466156653,-0.00040025146003753315,-0.05630049230338935,0.2233204834008049
ACH-000906,-0.026071572865446486,-0.004665076532759053,-0.057270823225238604,-0.06475319696870763,-0.04506239956364261,-0.06534173392303173,-0.08281134125977128,-0.01400604748525737,0.04929498572419954,-0.16008656324400683,-0.03660401225013192,0.07292019789712993,-0.19292574339477675,-0.064227130046086,-0.013490826527079933,,0.1256787809222958,-0.12579790319997866,-0.10959462470314354,0.10243043597885007
ACH-000912,0.11315468869751444,0.12369868984692486,0.019915783087141706,-0.020869143683351146,-0.11719252197898886,-0.2809160068665956,-0.12736010916101165,0.0877538380980448,0.12537784544708988,0.09337811208467123,0.11911838086242936,0.06287030612478023,-0.09875320332784511,0.16901613073182417,-0.19233169595395117,,0.2490709910469199,-0.1766130624940183,-0.012462180718931244,0.10210773397667897
ACH-000913,0.027455002878423663,-0.06317836725629522,0.030173510728591747,-0.22919707205484474,-0.032027002928584514,-0.10690662270582453,0.03182366671912476,0.0986459051678226,0.024704062531478298,-0.010551351794335046,-0.04775327065912936,0.14247432564320844,-0.24780942158286198,-0.3399721434227274,-0.0777651501741402,,0.22034298573167832,-0.05346605985876962,-0.07113070195419288,0.027652044795708604
ACH-000922,0.10854290527233865,-0.024393965541847647,-0.029804009535346256,-0.17007035023552247,-0.11893085776524019,0.0690736883965801,-0.2379940492837317,0.16126049034758075,-0.02161942865930038,-0.1448283707901268,0.012997508789773182,-0.0781131969822656,0.24506865938811806,-0.08379859839151532,-0.4709723547363777,,0.13144000286896518,0.04841631371994808,0.20243619401296098,0.20829895222614103
ACH-000928,0.015875764856468796,-0.18786242061448258,0.052321084117943825,0.05907729659357966,0.005569652559491718,-0.19829243528846965,-0.0890362305251155,0.12074112220185922,0.11638618494281233,0.033184077054356435,-0.06575792473270084,0.2971054248204666,-0.10614820054131725,-0.5393832354455146,0.050016443643887354,,0.4172579824452505,-0.17497404624553867,-0.319693408325496,0.1848632193277207
ACH-000934,-0.09511961354947682,0.03047369540358682,-0.08676861887341616,0.0900287238025714,-0.15437476610603007,-0.07710830478593905,-0.036784193558803184,0.02024278893193414,-0.09516977318445399,-0.027473762666983835,-0.12278506546270122,0.3658862043922667,0.03903016879751023,0.005408946723209296,0.078710863780365,,-0.07684696554138226,-0.027407241127585198,0.04240391820327062,0.14840191198216812
ACH-000937,-0.011672692611043776,0.039428001930831666,-0.03681596686201678,-0.08268118144909474,-0.06365459610644693,-0.25526210681881195,-0.07337248778871429,0.06481701390342959,0.12263997548916009,0.005689673577239242,0.014818306735335237,0.016340738126257887,-0.08259625988380492,-0.18694213945677413,-0.20292050144649387,,0.11561557248704625,0.03048569857601304,0.00733158506231657,-0.006035199771445593
ACH-000943,0.0577626218290324,-0.08943968911983667,0.013144047484297703,0.013746013823643793,-0.11189057413258323,-0.03134954619706026,-0.1022039890623598,-0.01794113242842084,0.02015179302514456,0.10479378169423026,0.1173874668193168,-0.053941776517887646,-0.42971518738909287,-0.18657261386105972,0.010159078766417126,,-0.0024628516004680523,0.12176741362595572,0.0216023654502029,-0.014174278139460206
ACH-000950,0.03553824387012161,-0.08291047137608401,0.0042642470677797355,0.110292005035038,-0.16067954749911534,0.09157505471972313,-0.1867605913615184,-0.12785790252902063,0.17511984712645906,0.06004506281600218,-0.026677438222528386,-0.039235183957964714,-0.2350350841745483,-0.33145522345951084,0.16430190245317972,,0.386052557546491,-0.1924178757724077,-0.11400416673813074,-0.11936385614616732
ACH-000953,0.0016338419164030893,0.01108606901037496,0.02130082991568901,-0.11630464036712414,-0.11104961957398186,-0.032449716457574704,-0.11435340151758636,-0.002857007767739353,0.15101205393302897,0.1447554116121093,0.07946945819445993,0.1703217273938185,-0.08423021069091108,-0.31451444579734245,-0.3077122863652616,,0.17813780363101736,-0.04416609636384572,-0.07178989645883463,0.13520607188042116
ACH-000957,0.010951881170506675,0.1001739003871037,0.2163369321890189,0.12595001913764975,-0.10575973151753923,0.052068781774005236,-0.02441578904182267,0.0029659578319698315,-0.0019783834054202323,0.012538817022495832,0.046905823472374084,-0.0626104769477937,-0.13293391737702337,-0.6945170879252158,0.11564507119698765,,0.3158091193159685,0.14385621020863235,0.10175701318350146,-0.006448701495478076
ACH-000960,0.1728901499997951,-0.107291015630684,-0.15058471063976178,-0.0890943002864987,-0.1689836718825489,-0.035229589980739544,-0.09630613534163979,0.08648992519410915,0.06257213233195223,0.019768897470050402,0.04288166183961885,0.1550296901419622,-0.120744284992454,-0.23609558997909044,-0.22549017050375186,,0.12056764149508044,-0.03792063609350818,0.1563545665278156,0.07184095617623404
ACH-000969,0.052687974646241836,0.07442336907771807,0.13423225345413678,-0.21427751464339378,-0.2593998173559437,-0.08869108324081834,0.023629057185367244,-0.013427224488454167,0.027138979115858074,0.12843625727475355,-0.06317473241678431,0.06477938577719368,-0.07872630149613995,0.020473963143472274,0.10565517184604738,,0.21184888160349988,-0.02351572273644615,0.14922492617087757,0.2081745168518256
ACH-000994,-0.30483812720680814,0.2037809884795703,-0.06122606388758833,-0.15897787926799123,-0.04397172658973581,-0.054490061489051264,0.03694162409837304,0.10985559587122926,0.25831776653080957,0.14513535167351446,0.03136176938523703,0.0530327199724605,-0.049751959068912804,-0.11812803720377243,-0.17495994372142043,,0.5376396991168033,-0.21592005298723851,-0.046100903274018654,-0.12175696911235726
ACH-001228,-0.09201524448557996,0.011149469333553678,-0.048805658281033504,-0.10231134476533046,-0.00010743328230916616,-0.08376072642579428,-0.12955989577904053,0.055827026101562795,-0.09218670916171956,0.29801115822906776,-0.06571261224235878,0.0978560850921345,-0.4320106530601633,0.024120516079567472,0.007208346636936161,,0.2798863311675066,0.010286394302372992,0.036430219538977404,0.013108220876057342
ACH-001329,0.14018305820234309,0.019919489169607674,-0.07549561976251667,-0.2484859884616147,-0.018181014136749156,-0.07160235495069825,-0.11553567397037401,0.017994341542515405,0.05898598685671621,-0.06830024759650116,-0.03097766732544519,0.14263671997972655,-1.308296117735671,0.12371309100092989,-0.11596442698238962,,0.16833440511361594,-0.04647533389503069,-0.05906318529100515,0.042270647358200714
ACH-001374,0.19066972555473785,-0.11495742440921691,-0.03805075792475032,-0.3791153864688528,0.1783233562165744,0.027397638986200838,-0.3571053111423927,0.17270612628165882,-0.011485352964359603,-0.014171681897630104,0.18629161357259846,0.1275265633878542,-0.42770561054217615,-0.06768541722436695,-0.18075617454284787,,0.25736231179832275,0.17190313472442725,-0.1000514179101645,0.2130453151739524
ACH-001393,0.09580155555835568,0.2189930157306997,-0.011742580340697792,-0.06872446516459607,-0.10570387481426687,-0.04751626237127496,-0.07338446209466476,0.12916679642038562,0.09703074865974616,-0.08716445609022713,-0.06409350924571393,0.09901306660648049,-0.10650523659307892,-0.06437895667984658,0.04553629784360326,,0.1846854305125375,-0.04477308475686038,0.10285233970844009,0.07081769787835229
ACH-001418,0.059745199489914955,-0.07903537727228875,0.11120272889677024,-0.18775979581645547,0.021727201840727475,0.014719650183231327,-0.02192826233943039,0.04109093129061873,0.09169390614555116,-0.015585841627261692,0.04506029115746192,0.09218423121536598,-0.04904287790803655,0.05904443656007488,-0.10349290602902907,,0.1593766559424377,-0.09052564777688074,0.029588589229184184,0.10049190535946527
ACH-001419,0.04926657343722089,0.4218338641310464,0.10832157802614756,-0.17526298715553826,-0.13227958336023976,0.02306026765296302,-0.1514074930083802,-0.016462590352554166,0.09809816904725191,-0.02328663092052378,0.1197544578251503,0.17677592427467778,-0.27580713080380787,-0.07233686348580255,0.2019841774989271,,-0.08845647341135832,-0.09628455133640978,-0.028116485017199114,0.04627238022439233
ACH-001497,0.06162434076094157,-0.08608335613107965,0.12890919952513955,-0.18779789493751226,0.008034839989683601,0.004618177570177649,0.05467227136508042,0.1952162891782337,-0.007213498809846043,-0.08393493989718075,-0.3459734186721157,0.06775729633737738,-0.3397322570518183,-0.21566170653694883,-0.025586366951198335,,0.13833773283999812,0.023570334885717352,0.19232746838196424,0.3421329969868734
